 sum | year |                                               instnm                                               
   0 | 2012 | Skagit Valley College
   3 | 2006 | Skidmore College
   3 | 2007 | Skidmore College
   3 | 2008 | Skidmore College
   3 | 2009 | Skidmore College
   4 | 2010 | Skidmore College
   5 | 2011 | Skidmore College
   6 | 2012 | Skidmore College
     | 2008 | Skin Institute
     | 2009 | Skin Institute
     | 2010 | Skin Institute
     | 2011 | Skin Institute
     | 2012 | Skin Institute
     | 2008 | Skin Science Institute
     | 2009 | Skin Science Institute
     | 2010 | Skin Science Institute
     | 2011 | Skin Science Institute
     | 2012 | Skin Science Institute
     | 2006 | Skinworks School of Advanced Skincare
     | 2007 | Skinworks School of Advanced Skincare
     | 2008 | Skinworks School of Advanced Skincare
     | 2009 | Skinworks School of Advanced Skincare
     | 2010 | Skinworks School of Advanced Skincare
     | 2011 | Skinworks School of Advanced Skincare
     | 2012 | Skinworks School of Advanced Skincare
     | 2006 | Skyline College
     | 2007 | Skyline College
     | 2008 | Skyline College
     | 2009 | Skyline College
   0 | 2010 | Skyline College
     | 2011 | Skyline College
     | 2012 | Skyline College
     | 2010 | Skyline College-Roanoke
     | 2011 | Skyline College-Roanoke
     | 2012 | Skyline College-Roanoke
   3 | 2006 | Slippery Rock University of Pennsylvania
   2 | 2007 | Slippery Rock University of Pennsylvania
   2 | 2008 | Slippery Rock University of Pennsylvania
   3 | 2009 | Slippery Rock University of Pennsylvania
   4 | 2010 | Slippery Rock University of Pennsylvania
   2 | 2011 | Slippery Rock University of Pennsylvania
   4 | 2012 | Slippery Rock University of Pennsylvania
     | 2006 | Smith College
   2 | 2007 | Smith College
   2 | 2008 | Smith College
   4 | 2009 | Smith College
     | 2010 | Smith College
     | 2011 | Smith College
   4 | 2012 | Smith College
   0 | 2006 | Snead State Community College
   0 | 2007 | Snead State Community College
   0 | 2008 | Snead State Community College
   0 | 2009 | Snead State Community College
   0 | 2010 | Snead State Community College
   0 | 2011 | Snead State Community College
   0 | 2012 | Snead State Community College
   0 | 2006 | Snow College
   1 | 2007 | Snow College
   0 | 2008 | Snow College
   2 | 2009 | Snow College
   0 | 2010 | Snow College
   1 | 2011 | Snow College
   0 | 2012 | Snow College
     | 2010 | Sofia University
     | 2011 | Sofia University
     | 2012 | Sofia University
     | 2006 | Sojourner-Douglass College
     | 2007 | Sojourner-Douglass College
   0 | 2008 | Sojourner-Douglass College
   2 | 2009 | Sojourner-Douglass College
   0 | 2010 | Sojourner-Douglass College
   0 | 2011 | Sojourner-Douglass College
   0 | 2012 | Sojourner-Douglass College
     | 2006 | Soka University of America
     | 2007 | Soka University of America
     | 2008 | Soka University of America
     | 2009 | Soka University of America
     | 2010 | Soka University of America
   0 | 2011 | Soka University of America
   0 | 2012 | Soka University of America
     | 2006 | Solano Community College
     | 2007 | Solano Community College
     | 2008 | Solano Community College
     | 2009 | Solano Community College
   0 | 2010 | Solano Community College
   0 | 2011 | Solano Community College
   0 | 2012 | Solano Community College
     | 2006 | Soma Institute-The National School of Clinical Massage Therapy
     | 2007 | Soma Institute-The National School of Clinical Massage Therapy
     | 2008 | Soma Institute-The National School of Clinical Massage Therapy
     | 2009 | Soma Institute-The National School of Clinical Massage Therapy
     | 2010 | Soma Institute-The National School of Clinical Massage Therapy
     | 2011 | Soma Institute-The National School of Clinical Massage Therapy
     | 2012 | Soma Institute-The National School of Clinical Massage Therapy
     | 2006 | Somerset Christian College
     | 2007 | Somerset Christian College
     | 2008 | Somerset Christian College
   0 | 2009 | Somerset Christian College
   0 | 2010 | Somerset Christian College
     | 2011 | Somerset Christian College
     | 2012 | Somerset Christian College
   0 | 2006 | Somerset Community College
     | 2007 | Somerset Community College
   0 | 2008 | Somerset Community College
   0 | 2009 | Somerset Community College
     | 2010 | Somerset Community College
     | 2011 | Somerset Community College
     | 2012 | Somerset Community College
     | 2008 | Somerset County Technology Center
     | 2009 | Somerset County Technology Center
     | 2010 | Somerset County Technology Center
     | 2011 | Somerset County Technology Center
   0 | 2012 | Somerset County Technology Center
     | 2006 | Somerset County Technology Institute
     | 2007 | Somerset County Technology Institute
     | 2008 | Somerset County Technology Institute
     | 2009 | Somerset County Technology Institute
   1 | 2006 | Sonoma State University
   4 | 2007 | Sonoma State University
   6 | 2008 | Sonoma State University
   2 | 2009 | Sonoma State University
   2 | 2010 | Sonoma State University
   1 | 2011 | Sonoma State University
   2 | 2012 | Sonoma State University
     | 2006 | Sound Master Recording Engineer School-Audio/Video
     | 2007 | Sound Master Recording Engineer School-Audio/Video
     | 2006 | South Arkansas Community College
     | 2007 | South Arkansas Community College
     | 2008 | South Arkansas Community College
     | 2009 | South Arkansas Community College
     | 2010 | South Arkansas Community College
   0 | 2011 | South Arkansas Community College
     | 2012 | South Arkansas Community College
     | 2006 | South Baylo University
     | 2007 | South Baylo University
     | 2008 | South Baylo University
     | 2009 | South Baylo University
     | 2010 | South Baylo University
     | 2011 | South Baylo University
     | 2012 | South Baylo University
   0 | 2006 | South Branch Career and Technical Center
     | 2007 | South Branch Career and Technical Center
   0 | 2008 | South Branch Career and Technical Center
     | 2009 | South Branch Career and Technical Center
     | 2010 | South Branch Career and Technical Center
   0 | 2011 | South Branch Career and Technical Center
   0 | 2012 | South Branch Career and Technical Center
   2 | 2006 | South Carolina State University
   0 | 2007 | South Carolina State University
   1 | 2008 | South Carolina State University
   3 | 2009 | South Carolina State University
   1 | 2010 | South Carolina State University
   0 | 2011 | South Carolina State University
   0 | 2012 | South Carolina State University
     | 2006 | South Central Career Center
     | 2007 | South Central Career Center
     | 2008 | South Central Career Center
     | 2009 | South Central Career Center
     | 2010 | South Central Career Center
     | 2011 | South Central Career Center
     | 2012 | South Central Career Center
     | 2006 | South Central College
     | 2007 | South Central College
   0 | 2008 | South Central College
     | 2009 | South Central College
     | 2010 | South Central College
     | 2011 | South Central College
     | 2012 | South Central College
     | 2010 | South Central Louisiana Technical College-Young Memorial Campus
     | 2011 | South Central Louisiana Technical College-Young Memorial Campus
     | 2012 | South Central Louisiana Technical College-Young Memorial Campus
     | 2006 | South Coast College
     | 2007 | South Coast College
   0 | 2008 | South Coast College
     | 2009 | South Coast College
   0 | 2010 | South Coast College
     | 2011 | South Coast College
     | 2012 | South Coast College
     | 2006 | South College
     | 2007 | South College
     | 2008 | South College
     | 2009 | South College
     | 2010 | South College
     | 2011 | South College
     | 2012 | South College
     | 2006 | South College-Asheville
     | 2007 | South College-Asheville
     | 2008 | South College-Asheville
     | 2009 | South College-Asheville
     | 2010 | South College-Asheville
     | 2011 | South College-Asheville
     | 2012 | South College-Asheville
   0 | 2006 | South Dakota School of Mines and Technology
   1 | 2007 | South Dakota School of Mines and Technology
   0 | 2008 | South Dakota School of Mines and Technology
   0 | 2009 | South Dakota School of Mines and Technology
   1 | 2010 | South Dakota School of Mines and Technology
   2 | 2011 | South Dakota School of Mines and Technology
   0 | 2012 | South Dakota School of Mines and Technology
   1 | 2006 | South Dakota State University
   1 | 2007 | South Dakota State University
   0 | 2008 | South Dakota State University
   1 | 2009 | South Dakota State University
   5 | 2010 | South Dakota State University
   1 | 2011 | South Dakota State University
   2 | 2012 | South Dakota State University
     | 2008 | South Florida Bible College and Theological Seminary
     | 2009 | South Florida Bible College and Theological Seminary
     | 2010 | South Florida Bible College and Theological Seminary
     | 2011 | South Florida Bible College and Theological Seminary
   0 | 2012 | South Florida Bible College and Theological Seminary
     | 2006 | South Florida Community College
     | 2007 | South Florida Community College
     | 2008 | South Florida Community College
     | 2009 | South Florida Community College
     | 2006 | South Florida Institute of Technology
     | 2007 | South Florida Institute of Technology
     | 2008 | South Florida Institute of Technology
     | 2009 | South Florida Institute of Technology
     | 2010 | South Florida Institute of Technology
     | 2011 | South Florida Institute of Technology
   0 | 2012 | South Florida Institute of Technology
     | 2010 | South Florida State College
     | 2011 | South Florida State College
     | 2012 | South Florida State College
     | 2006 | South Georgia College
     | 2007 | South Georgia College
     | 2008 | South Georgia College
     | 2009 | South Georgia College
     | 2010 | South Georgia College
     | 2011 | South Georgia College
     | 2012 | South Georgia College
   0 | 2006 | South Georgia Technical College
   0 | 2007 | South Georgia Technical College
   0 | 2008 | South Georgia Technical College
   0 | 2009 | South Georgia Technical College
   0 | 2010 | South Georgia Technical College
   0 | 2011 | South Georgia Technical College
   0 | 2012 | South Georgia Technical College
   0 | 2006 | South Hills Beauty Academy
   0 | 2007 | South Hills Beauty Academy
     | 2008 | South Hills Beauty Academy Inc
     | 2009 | South Hills Beauty Academy Inc
     | 2010 | South Hills Beauty Academy Inc
     | 2011 | South Hills Beauty Academy Inc
   0 | 2012 | South Hills Beauty Academy Inc
     | 2008 | South Hills School of Business & Technology
     | 2009 | South Hills School of Business & Technology
     | 2010 | South Hills School of Business & Technology
     | 2011 | South Hills School of Business & Technology
     | 2012 | South Hills School of Business & Technology
     | 2006 | South Hills School of Business and Technology
     | 2007 | South Hills School of Business and Technology
     | 2006 | South Louisiana Beauty College
     | 2007 | South Louisiana Beauty College
     | 2008 | South Louisiana Beauty College
     | 2009 | South Louisiana Beauty College
     | 2010 | South Louisiana Beauty College
     | 2011 | South Louisiana Beauty College
     | 2012 | South Louisiana Beauty College
   0 | 2006 | South Louisiana Community College
   0 | 2007 | South Louisiana Community College
   0 | 2008 | South Louisiana Community College
     | 2009 | South Louisiana Community College
     | 2010 | South Louisiana Community College
     | 2011 | South Louisiana Community College
     | 2012 | South Louisiana Community College
     | 2006 | South Mountain Community College
     | 2007 | South Mountain Community College
     | 2008 | South Mountain Community College
     | 2009 | South Mountain Community College
   0 | 2010 | South Mountain Community College
   1 | 2011 | South Mountain Community College
   0 | 2012 | South Mountain Community College
     | 2006 | South Piedmont Community College
     | 2007 | South Piedmont Community College
     | 2008 | South Piedmont Community College
     | 2009 | South Piedmont Community College
     | 2010 | South Piedmont Community College
     | 2011 | South Piedmont Community College
     | 2012 | South Piedmont Community College
   1 | 2006 | South Plains College
   0 | 2007 | South Plains College
     | 2008 | South Plains College
     | 2009 | South Plains College
     | 2010 | South Plains College
     | 2011 | South Plains College
     | 2012 | South Plains College
   0 | 2006 | South Puget Sound Community College
   0 | 2007 | South Puget Sound Community College
   0 | 2008 | South Puget Sound Community College
   0 | 2009 | South Puget Sound Community College
   0 | 2010 | South Puget Sound Community College
   0 | 2011 | South Puget Sound Community College
   0 | 2012 | South Puget Sound Community College
   0 | 2006 | South Suburban College
     | 2007 | South Suburban College
     | 2008 | South Suburban College
   0 | 2009 | South Suburban College
     | 2010 | South Suburban College
     | 2011 | South Suburban College
     | 2012 | South Suburban College
     | 2006 | South Texas Barber College Inc
     | 2007 | South Texas Barber College Inc
     | 2008 | South Texas Barber College Inc
     | 2009 | South Texas Barber College Inc
     | 2010 | South Texas Barber College Inc
     | 2011 | South Texas Barber College Inc
